"id","chapter","verse","note"
"6570","Matthew 3","8","meet for repentance: Or, answerable to amendment of life
"
"6571","Matthew 4","12","cast: Or, delivered up
"
"6572","Matthew 5","11","falsely: Gr. lying
"
"6573","Matthew 5","15","a bushel:  the word in the original signifieth a measure containing about a pint less than a peck
"
"6574","Matthew 5","21","by them: Or, to them
"
"6575","Matthew 5","29","offend thee: Or, do cause thee to offend
"
"6576","Matthew 6","1","of: Or, with
"
"6577","Matthew 6","2","do not sound a trumpet: Or, cause not a trumpet to be sounded
"
"6578","Matthew 9","16","new cloth: Or, raw, or unwrought cloth
"
"6579","Matthew 9","17","bottles: Or, sacks of skin, or, leather
"
"6580","Matthew 9","26","the fame hereof: Or, this fame
"
"6581","Matthew 9","36","fainted, and were scattered abroad: Or, were tired and lay down
"
"6582","Matthew 10","9","Provide: Or, get
"
"6583","Matthew 10","16","harmless: Or, simple
"
"6584","Matthew 10","23","have gone: Or, end or finish
"
"6585","Matthew 10","29","farthing?: It is in value half penny farthing, in the original, as being the tenth part of the Roman penny
"
"6586","Matthew 11","12","suffereth violence: Or, is gotten by force, and they that thrust men
"
"6587","Matthew 12","14","held a counsel: Or, took counsel
"
"6588","Matthew 13","33","measures: the word in the Greek is a measure containing about a peck and an half, wanting little more then a pint
"
"6589","Matthew 13","41","things that offend: Or, scandals
"
"6590","Matthew 14","2","do show forth themselves in him: Or, are wrought by him
"
"6591","Matthew 14","30","boisterous: Or, strong
"
"6592","Matthew 17","24","tribute money: called in the original Didrachma, being in value fifteen pence
"
"6593","Matthew 17","27","a piece of money: Or, a stater. It is half an ounce of silver, in value two shillings six pence, after five shillings the ounce
"
"6594","Matthew 18","24","talents: a talent is 750 ounces of silver, which after five shillings the ounce is 187.li 10.s.
"
"6595","Matthew 18","26","worshipped him: Or, besought him
"
"6596","Matthew 18","28","pence: the Roman penny is the eighth part of an ounce, which after 5. shillings the ounce is 7.d. ob.
"
"6597","Matthew 20","2","penny: the Roman penny is the eighth part of an ounce, which after five shillings the ounce, is seven pence halfpenny
"
"6598","Matthew 20","12","have wrought but one hour: Or, have continued one hour only
"
"6599","Matthew 22","19","penny: in value seven pence halfpenny, chap. 20.2
"
"6600","Matthew 22","20","superscription?: Or, inscription
"
"6601","Matthew 23","18","guilty: Or, a debtOr, or bound
"
"6602","Matthew 24","31","with a great sound of a trumpet: Or, with a Trumpet and a great voice
"
"6603","Matthew 24","51","cut him asunder: Or, cut him off
"
"6604","Matthew 25","8","gone out: Or, going out
"
"6605","Matthew 25","15","talents: a talent is 187. pound 10. Shillings, chap. 18.24
"
"6606","Matthew 26","26","blessed it: Many Greek copies have, gave thanks
"
"6607","Matthew 26","30","hymn: Or, psalm
"
"6608","Matthew 26","67","the palms: Or, rods
"
"6609","Matthew 27","9","whom they of the children of Israel did value: Or, whom they bought of the children of Israel
"
"6610","Matthew 27","27","common hall: Or, governors house
"
"6611","Matthew 28","2","was: Or, had been
"
"6612","Mark 1","4","for: Or, unto
"
"6613","Mark 1","10","opened: Or, cloven, or rent
"
"6614","Mark 1","34","to speak, because they knew him: Or, to say that they knew him
"
"6615","Mark 2","14","at the receipt of Custom: Or, at the place where the Custom was received
"
"6616","Mark 2","21","new: Or, raw, or unwrought
"
"6617","Mark 3","5","hardness: Or, blindness
"
"6618","Mark 3","10","pressed: Or, rushed
"
"6619","Mark 3","19","into an house: Or, home
"
"6620","Mark 3","21","friends: Or, kinsmen
"
"6621","Mark 4","21","bushel: The word, in the original, signifieth a less measure as Mat. 5.15
"
"6622","Mark 4","29","brought forth: Or, ripe
"
"6623","Mark 6","8","money: the word signifieth a piece of brass money, in value somewhat less than a farthing, mat. 10.9 but here it is taken in general for money
"
"6624","Mark 6","19","a quarrel: Or, an inward grudge
"
"6625","Mark 6","20","observed him: Or, kept him or saved him
"
"6626","Mark 6","27","an executioner: Or, one of his guard
"
"6627","Mark 6","37","pennyworth: the Rom. penny is sevenpence halfpenny as Mat. 18.28
"
"6628","Mark 6","45","unto Bethsaida: Or, over against Bethsaida
"
"6629","Mark 6","56","him: Or, it
"
"6630","Mark 7","2","defiled: Or, common
"
"6631","Mark 7","3","oft: Or, diligently, in the Original, with the fist, Theophylact, up to the elbow
"
"6632","Mark 7","4","pots: Or, beds
"
"6633","Mark 7","4","tables: Sextarius, is about a pint and an half
"
"6634","Mark 7","9","reject: Or, frustrate
"
"6635","Mark 7","26","Greek: Or, Gentile
"
"6636","Mark 9","16","with them?: Or, among yourselves
"
"6637","Mark 9","18","teareth him: Or, dasheth him
"
"6638","Mark 9","43","offend thee: Or, cause thee to offend
"
"6639","Mark 9","47","offend thee: Or, cause thee to offend
"
"6640","Mark 10","42","are accompted: Or, think good
"
"6641","Mark 10","52","made thee whole: Or, saved thee
"
"6642","Mark 11","22","Have faith in God: Or, have the faith of God
"
"6643","Mark 11","29","question: Or, thing
"
"6644","Mark 12","15","penny: Valuing of our money seven pence halfpenny, as Mat. 18.28
"
"6645","Mark 12","41","money: A piece of brass money, see Matth. 10.9
"
"6646","Mark 12","42","mites: It is the seventh part of one piece of that brass money
"
"6647","Mark 13","8","sorrows: The word in the original, importeth, the pains of a woman in travail
"
"6648","Mark 14","3","spikenard: Or, pure nard, or liquid nard
"
"6649","Mark 14","5","See Matt. 18.28
"
"6650","Mark 14","12","killed: Or, sacrificed
"
"6651","Mark 14","26","hymn: Or, psalm
"
"6652","Mark 14","72","he wept: Or, he wept abundantly, or he began to wept 
"
"6653","Mark 16","14","at meat: Or, together
"
"6654","Luke 1","17","to: Or, by
"
"6655","Luke 1","28","highly favored: Or, graciously accepted, or much graced, see verse 30
"
"6656","Luke 1","45","that believed, for there: Or, which believed, that there
"
"6657","Luke 1","65","sayings: Or, things
"
"6658","Luke 1","77","by: Or, for
"
"6659","Luke 1","78","tender mercy: Or, bowels of the mercy
"
"6660","Luke 1","87","day spring: Or, sun rising, or branch, Zac. 3.8 esay 11.1 malach. 4.2. numb. 24.17
"
"6661","Luke 2","1","taxed: Or, enrolled
"
"6662","Luke 2","8","watch: Or, the night watches
"
"6663","Luke 2","38","Jerusalem: Or, Israel
"
"6664","Luke 2","52","stature: Or, age
"
"6665","Luke 3","8","worthy: Or, meet for
"
"6666","Luke 3","14","Do violence to no man: Or, put no man in fear
"
"6667","Luke 3","14","wages: Or, allowance
"
"6668","Luke 3","15","in expectation: Or, in suspense
"
"6669","Luke 3","15","mused: Or, reasoned or debated
"
"6670","Luke 4","7","worship me: Or, fall down before me
"
"6671","Luke 4","29","brow: Or, edge
"
"6672","Luke 4","34","Let us alone: Or, away
"
"6673","Luke 4","41","to speak, for they knew that he was Christ: Or, to say that they knew him to be Christ
"
"6674","Luke 6","40","that is perfect shall be as his master: Or, shall be perfected as his master
"
"6675","Luke 7","14","bier: Or, coffin
"
"6676","Luke 7","30","rejected: Or, frustrated
"
"6677","Luke 7","30","against themselves: Or, within themselves
"
"6678","Luke 7","41","pence: See Mat. 18.28
"
"6679","Luke 8","18","seemeth to have: Or, thinketh that he hath
"
"6680","Luke 9","28","sayings: Or, things
"
"6681","Luke 10","22","All these: Many ancient copies add these words, and turning to his Disciples he said
"
"6682","Luke 10","35","pence: See Matt. 20.2
"
"6683","Luke 11","3","day by day: Or, for the day
"
"6684","Luke 11","6","in his journey: Or, out of his way
"
"6685","Luke 11","33","bushell: See Matt. 5.15
"
"6686","Luke 11","41","as you have: Or, as you are able
"
"6687","Luke 11","52","hindered: Or, forbade
"
"6688","Luke 12","6","farthing: See Matt. 10.29
"
"6689","Luke 12","20","thy soul shall be required: Gr. do they require thy soul
"
"6690","Luke 12","29","neither be ye of doubtful mind: Or, live not in careful suspense
"
"6691","Luke 12","46","cut him in sunder: Or, cut him off
"
"6692","Luke 12","50","straitened: Or, pained
"
"6693","Luke 12","59","mite: See Mar. 12.42
"
"6694","Luke 13","4","sinners: Or, debtors
"
"6695","Luke 13","21","measures: See Mat. 13.33
"
"6696","Luke 15","8","pieces of silver: Drachma here translated a piece of silver, is the eighth part of an ounce, which cometh to seven pence half penny, and is equal to the Roman penny, Mat. 18.28
"
"6697","Luke 16","6","measures: the word Batus in the original containeth nine gallons 3. quarts
"
"6698","Luke 16","7","measures: the word here interpreted a measure, in the original containeth about fourteen bushels and a pottle
"
"6699","Luke 16","9","Mammon: Or, riches
"
"6700","Luke 16","11","Mammon: Or, riches
"
"6701","Luke 17","20","with observation: Or, with outward shew
"
"6702","Luke 17","21","within you: Or, among you
"
"6703","Luke 17","36","Two men shall be in the field, the one shall be taken, and the other left: This 36. verse is wanting in most of the Greek copies
"
"6704","Luke 18","9","that they were righteous: Or, as being righteous
"
"6705","Luke 19","13","pounds: Mina here translated a pound, is twelve ounces and an half, which according to five shillings the ounce, is 3. pounds two shillings sixpence
"
"6706","Luke 19","48","very attentive: Or, hanged on him
"
"6707","Luke 20","21","truly: Or, of a truth
"
"6708","Luke 20","24","penny: See Matt. 18.28
"
"6709","Luke 21","2","mites: See Mark 12.42
"
"6710","Luke 22","6","in the absence of the multitude: Or, without tumult
"
"6711","Luke 22","15","With desire I have desired: Or, I have heartily desired
"
"6712","Luke 22","42","willing, remove: Gr. willing to remove
"
"6713","Luke 23","24","gave sentence: Or, assented
"
"6714","Luke 23","33","Calvary: Or, the place of a skull
"
"6715","Luke 23","44","earth: Or, land
"
"6716","Luke 24","5","the living: Or, him that liveth
"
"6717","Luke 24","31","vanished out of their sight: Or, ceased to be seen of them
"
"6718","John 1","12","power: Or, the right or privilege
"
"6719","John 1","21","that Prophet?: Or, a Prophet
"
"6720","John 1","29","taketh away: Or, beareth
"
"6721","John 1","38","dwellest: Or, abidest
"
"6722","John 1","39","about the tenth hour: That was two hours before night
"
"6723","John 1","41","the Christ: Or, the anointed
"
"6724","John 1","42","a stone: Or, Peter
"
"6725","John 3","3","again: Or, from above
"
"6726","John 3","7","again: Or, from above
"
"6727","John 3","20","reproved: Or, discovered
"
"6728","John 3","27","receive: Or, take unto himself
"
"6729","John 4","46","nobleman: Or, courtier, or ruler
"
"6730","John 5","2","market: Or, gate
"
"6731","John 5","13","a multitude being in that: Or, from the multitude that was
"
"6732","John 6","27","Labour not: Or, work not
"
"6733","John 7","15","letters: Or, learning
"
"6734","John 7","23","that the Law of Moses should not be broken: Or, without breaking the Law of Moses
"
"6735","John 7","35","Gentiles: Or, Greeks
"
"6736","John 7","50","to Jesus: Gr. to him
"
"6737","John 9","6","anointed the eyes of the blind man with the clay: Or, spread the clay upon the eyes of the blind man
"
"6738","John 9","34","cast him out: Or, excommunicated him
"
"6739","John 10","24","make us to doubt?: Or, hold us in suspense
"
"6740","John 11","18","about fifteen furlongs: that is, about two miles
"
"6741","John 11","33","was troubled: Gr. He troubled himself
"
"6742","John 13","19","Now: Or, From henceforth
"
"6743","John 13","26","sop: Or, morsel
"
"6744","John 14","18","comfortless: Or, orphans
"
"6745","John 15","5","without me: Or, severed from me
"
"6746","John 15","22","cloke: Or, excuse
"
"6747","John 16","8","reprove: Or, convince
"
"6748","John 16","25","proverbs: Or, parables
"
"6749","John 16","25","proverbs: Or, parables
"
"6750","John 16","29","proverb: Or, parable
"
"6751","John 16","32","his own: Or, his own home
"
"6752","John 17","19","sanctified through the truth: Or, truly sanctified
"
"6753","John 18","13","year: And Annas sent Christ bound unto Caiaphas the high priest, ver. 24
"
"6754","John 18","22","with the palm: Or, with a rod
"
"6755","John 18","28","the hall of judgment: Or, Pilats house
"
"6756","John 19","23","woven: Or, wrought
"
"6757","John 19","25","Cleophas: Or, Clopas
"
"6758","John 21","5","Children: Or, Sirs
"
"6759","Acts 1","4","being assembled together with them: Or, eating together with them
"
"6760","Acts 1","8","power after that the Holy Ghost is come upon you: Or, the power of the holy Ghost coming upon you
"
"6761","Acts 1","20","bishoprick: Or, office, or, charge
"
"6762","Acts 2","6","when this was noised: Gr. When this voice was made
"
"6763","Acts 2","6","confounded: Or, troubled in mind
"
"6764","Acts 2","29","let me: Or, I may
"
"6765","Acts 2","46","from house to house: Or, at home
"
"6766","Acts 3","15","Prince: Or, author
"
"6767","Acts 4","1","captain: Or, ruler
"
"6768","Acts 5","3","to lie: Or, to deceive
"
"6769","Acts 5","15","into the streets: Or, in every street
"
"6770","Acts 5","17","indignation: Or, envy
"
"6771","Acts 5","36","obeyed: Or, believed
"
"6772","Acts 6","14","Customs: Or, rites
"
"6773","Acts 7","20","exceeding fair: Or, fair to God
"
"6774","Acts 7","37","like unto me: Or, as myself
"
"6775","Acts 9","38","delay: Or, be grieved
"
"6776","Acts 11","26","with the Church: Or, in the Church
"
"6777","Acts 12","1","stretched: Or, began
"
"6778","Acts 12","5","prayer was made without ceasing: Or, instant and earnest prayer was made
"
"6779","Acts 12","13","to hearken: Or, to ask who was there
"
"6780","Acts 12","20","was highly displeased: Or, bare an hostile mind intending war
"
"6781","Acts 12","20","the kings chaberlaine: Gr. that was over the kings bedchamber
"
"6782","Acts 12","25","ministry: Or, charge, chap. 11.29, 30
"
"6783","Acts 13","1","brought up with Herod: Or, Herods foster brother
"
"6784","Acts 13","18","suffered: Gr.  as a nurse beareth or feedeth her child, Deut. 1.31. 2. Macc 7.27. according to the Sept. and so Chrysost.
"
"6785","Acts 13","34","mercies: Gr.  holy or just things, which word the Sept. both in the place of Esai 55.3. and in many others, use for that which is in the Hebrew, Mercies
"
"6786","Acts 13","36","own generation by the will of God: Or, after he had in his own age served the will of God
"
"6787","Acts 13","42","the next Sabbath: Or, in the week between, or in the Sabbath between
"
"6788","Acts 15","31","consolation: Or, exhortation
"
"6789","Acts 16","12","the chief: Or, the first
"
"6790","Acts 16","16","of divination: Or, of Python
"
"6791","Acts 16","19","marketplace: Or, court
"
"6792","Acts 17","16","wholly given to idolatry: Or, full of idols
"
"6793","Acts 17","18","babbler: Or, base fellow
"
"6794","Acts 17","19","Areopagus: Or, Mars hill. It was the highest court in Athens
"
"6795","Acts 17","22","Mars hill: Or, the court of the Areopagites
"
"6796","Acts 17","23","devotions: Or, gods that you worship, 2 Thess. 2.4
"
"6797","Acts 17","31","hath given assurance: Or, offered faith
"
"6798","Acts 18","11","continued: Or, sat there
"
"6799","Acts 19","35","a worshipper: Gr. the temple keeper
"
"6800","Acts 19","38","the law is open: Or, the Court days are kept
"
"6801","Acts 19","39","lawful: Or, ordinary
"
"6802","Acts 20","23","abide me: Or, wait for me
"
"6803","Acts 22","29","examined him: Or, tortured him
"
"6804","Acts 23","12","under a curse: Or, with an oath of execration
"
"6805","Acts 25","6","more then ten days: Or, as some copies read, no more than eight or ten days
"
"6806","Acts 25","20","I doubted of such manner of questions: Or, I was doubtful how to enquire hereof
"
"6807","Acts 25","21","hearing: Or, judgment
"
"6808","Acts 27","7","Crete: Or, Candy
"
"6809","Acts 27","10","hurt: Or, injury
"
"6810","Acts 27","14","arose: Or, beat
"
"6811","Acts 27","40","taken up the anchors, they committed themselves unto the sea: Or, cut the anchors, they left them in the sea, etc.
"
"6812","Romans 1","4","declared: Gr. determined
"
"6813","Romans 1","5","for obedience to the faith: Or, to the obedience of faith
"
